State Code,County Code,Site Number,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Duration Description,Pollutant Standard,Year,Units of Measure,Exceptional Data Type,Observation Count,Observation Percent,Primary Exceedance Count,Secdary Exceedance Count,Valid Day Count,Required Day Count,Exceptional Data Count,Certification Indicator,Null Data Count,Half MDL Sub Count,Nonregulatory Arithmetic Mean,Arithmetic Mean,Arithmetic Standard Dev,Weighted Arithmetic Mean,Minimum Value,Nonreg First Maximum Value,Nonreg First Maximum DateTime,First Maximum Value,First Maximum DateTime,Second Maximum Value,Second Maximum DateTime,Third Maximum Value,Third Maximum DateTime,Fourth Maximum Value,Fourth Maximum DateTime,50th Perecentile,75th Perecentile,90th Perecentile,95th Perecentile,98th Perecentile,99th Perecentile,Method Count,Tribe Name,State Name,County Name,City Name,Local Site Name,Address,MSA or CBSA Name,Data Source
6,53,1003,42602,1,36.6942610009043,-121.623271,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2019,Parts per billion,No Events,8611,98,0,.,365,365,0,Certified,149,0,,10.334247,7.123561,.,0,,,30,2019-10-26 00:00,29,2019-01-01 20:00,29,2019-09-13 05:00,29,2019-10-11 19:00,9,15,21,24,26,29,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
6,53,1003,42602,1,36.6942610009043,-121.623271,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,2019,Parts per billion,No Events,8611,98,.,.,365,365,0,Certified,149,0,,3.923354,4.362167,.,0,,,30,2019-10-26 00:00,29,2019-01-01 20:00,29,2019-09-13 05:00,29,2019-10-11 19:00,2,5,10,13,18,21,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
,,,,,,,,,,,,,,,,,,,,,,,,,7.1288005,5.742864,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,53,1003,42601,1,36.6942610009043,-121.623271,NAD83,Nitric oxide (NO),1 HOUR,,2019,Parts per billion,No Events,8611,98,.,.,365,365,0,Certification not required,149,0,,0.394728,1.672463,.,0,,,39,2019-10-01 07:00,31,2019-10-03 06:00,26,2019-12-16 07:00,25,2019-09-17 07:00,0,0,1,2,5,8,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
6,53,1003,42603,1,36.6942610009043,-121.623271,NAD83,Oxides of nitrogen (NOx),1 HOUR,,2019,Parts per billion,No Events,8611,98,.,.,365,365,0,Certification not required,149,0,,4.437696,5.384899,.,0,,,58,2019-10-01 07:00,53,2019-10-03 06:00,45,2019-09-24 03:00,45,2019-10-19 07:00,3,5,11,15,22,26,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
6,53,1003,42101,1,36.6942610009043,-121.623271,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2019,Parts per million,No Events,8615,98,0,0,365,365,0,Certified,145,0,,0.236831,0.398535,.,0.1,,,35,2019-12-29 22:00,4.5,2019-12-06 10:00,2.3,2019-06-15 16:00,1.6,2019-01-01 01:00,0.2,0.3,0.4,0.5,0.5,0.6,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
6,53,1003,42101,1,36.6942610009043,-121.623271,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2019,Parts per million,No Events,8702,99,0,0,365,365,0,Certified,0,0,,0.236612,0.191773,.,0.1,,,5.3,2019-12-29 23:00,5.3,2019-12-30 00:00,5.3,2019-12-30 01:00,5.3,2019-12-30 02:00,0.2,0.3,0.4,0.4,0.5,0.5,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
6,53,1003,44201,1,36.6942610009043,-121.623271,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,2019,Parts per million,No Events,8612,99,0,0,363,365,0,Certified,148,0,,0.038771,0.008002,.,0.02,,,0.072,2019-06-15 16:00,0.07,2019-09-13 11:00,0.069,2019-06-11 11:00,0.061,2019-06-09 12:00,0.038,0.043,0.049,0.052,0.058,0.061,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
6,53,1003,44201,1,36.6942610009043,-121.623271,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2019,Parts per million,No Events,6170,99,0,0,361,365,0,Certified,0,0,,0.034989,0.007254,.,0.018,,,0.063,2019-06-11 10:00,0.056,2019-09-13 10:00,0.055,2019-06-09 09:00,0.055,2019-06-10 09:00,0.035,0.04,0.044,0.046,0.05,0.055,1,,California,Monterey,Salinas,Salinas 3,867 E. LAUREL Dr,"Salinas, CA",AQS Data Mart
