State Code,County Code,Site Number,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Duration Description,Pollutant Standard,Year,Units of Measure,Exceptional Data Type,Observation Count,Observation Percent,Primary Exceedance Count,Secdary Exceedance Count,Valid Day Count,Required Day Count,Exceptional Data Count,Certification Indicator,Null Data Count,Half MDL Sub Count,Nonregulatory Arithmetic Mean,Arithmetic Mean,Arithmetic Standard Dev,Weighted Arithmetic Mean,Minimum Value,Nonreg First Maximum Value,Nonreg First Maximum DateTime,First Maximum Value,First Maximum DateTime,Second Maximum Value,Second Maximum DateTime,Third Maximum Value,Third Maximum DateTime,Fourth Maximum Value,Fourth Maximum DateTime,50th Perecentile,75th Perecentile,90th Perecentile,95th Perecentile,98th Perecentile,99th Perecentile,Method Count,Tribe Name,State Name,County Name,City Name,Local Site Name,Address,MSA or CBSA Name,Data Source
6,29,2019,62101,1,35.376952780891,-119.04388889,NAD83,Outdoor Temperature,1 HOUR,,2019,Degrees Fahrenheit,No Events,2925,33,.,.,122,365,0,Certification not required,5835,0,,63.326838,13.86405,.,34,,,104,2019-09-02 14:00,104,2019-09-02 15:00,103,2019-09-02 16:00,103,2019-09-04 15:00,61,73,82,88,96,99,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,64101,1,35.376952780891,-119.04388889,NAD83,Barometric pressure,1 HOUR,,2019,Millibars,No Events,8733,100,.,.,365,365,0,Certification not required,25,0,,999.015951,5.012997,.,983.6,,,1015.8,2019-01-23 08:00,1015.8,2019-01-23 09:00,1015.5,2019-01-23 10:00,1015.2,2019-01-23 00:00,998.4,1002.2,1006.2,1008.2,1009.9,1011.1,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,61101,1,35.376952780891,-119.04388889,NAD83,Wind Speed - Scalar,1 HOUR,,2019,Knots,No Events,8735,100,.,.,365,365,0,Certification not required,25,0,,2.246033,1.115549,.,0.6,,,8.6,2019-11-27 03:00,8.5,2019-12-22 05:00,8.4,2019-02-14 14:00,8.4,2019-12-22 10:00,2,2.9,3.7,4.3,5.2,5.8,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,61102,1,35.376952780891,-119.04388889,NAD83,Wind Direction - Scalar,1 HOUR,,2019,Degrees Compass,No Events,7364,84,.,.,307,365,0,Certification not required,1396,0,,193.632944,113.472376,.,0,,,360,2019-03-15 07:00,360,2019-03-18 12:00,360,2019-03-25 21:00,360,2019-05-15 21:00,232,293,323,337,349,354,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,61103,1,35.376952780891,-119.04388889,NAD83,Wind Speed - Resultant,1 HOUR,,2019,Knots,No Events,5358,61,.,.,223,365,0,Certification not required,3402,0,,1.513139,0.973135,.,0,,,8.2,2019-11-27 03:00,6.6,2019-09-16 19:00,6.4,2019-09-07 19:00,6.3,2019-12-22 05:00,1.3,1.9,2.9,3.5,4.3,4.7,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,61104,1,35.376952780891,-119.04388889,NAD83,Wind Direction - Resultant,1 HOUR,,2019,Degrees Compass,No Events,5358,61,.,.,223,365,0,Certification not required,3402,0,,195.69106,114.657214,.,0,,,360,2019-05-26 17:00,360,2019-06-08 21:00,359.9,2019-08-17 21:00,359.6,2019-06-27 23:00,227.5,299.5,327.3,338,347.9,352.6,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,42602,1,35.376952780891,-119.04388889,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,2019,Parts per billion,No Events,6412,73,.,.,267,365,0,Uncertified (past due),1628,0,,21.422286,9.562331,.,1.6,,,77.3,2019-11-08 18:00,71,2019-11-12 17:00,69.7,2019-11-08 17:00,69,2019-11-05 17:00,20.4,27,33.8,38.4,43.9,48.3,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
6,29,2019,42602,1,35.376952780891,-119.04388889,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2019,Parts per billion,No Events,6412,73,0,.,267,365,0,Uncertified (past due),1628,0,,34.155805,9.877787,.,10.3,,,77.3,2019-11-08 18:00,71,2019-11-12 17:00,69,2019-11-05 17:00,68.3,2019-11-07 18:00,32.6,39.5,45.6,52.8,62.4,69,1,,California,Kern,Bakersfield,Bakersfield-Westwind,2001 Westwind Drive,"Bakersfield, CA",AQS Data Mart
