State Code,County Code,Site Number,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Duration Description,Pollutant Standard,Date (Local),Year,Day In Year (Local),Units of Measure,Exceptional Data Type,Nonreg Observation Count,Observation Count,Observation Percent,Nonreg Arithmetic Mean,Arithmetic Mean,Nonreg First Maximum Value,First Maximum Value,First Maximum Hour,AQI,Daily Criteria Indicator,Tribe Name,State Name,County Name,City Name,Local Site Name,Address,MSA or CBSA Name,Data Source
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2012,2019-04-13,2019,103,Micrograms/cubic meter (LC),None,,1,100,,12.1,,12.1,0,51,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68108,1,34.030833,-117.61722,WGS84,Average Ambient Pressure,24 HOUR,,2019-04-13,2019,103,Millimeters (mercury),None,,1,100,,739,,739,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68104,1,34.030833,-117.61722,WGS84,Ambient Max Temperature,24 HOUR,,2019-04-13,2019,103,Degrees Centigrade,None,,1,100,,29.2,,29.2,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68109,1,34.030833,-117.61722,WGS84,Elapsed Sample Time,24 HOUR,,2019-04-13,2019,103,Minutes,None,,1,100,,1439,,1439,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68102,1,34.030833,-117.61722,WGS84,Sample Volume,24 HOUR,,2019-04-13,2019,103,Cubic meter,None,,1,100,,24.1,,24.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,64101,1,34.030833,-117.61722,WGS84,Barometric pressure,1 HOUR,,2019-04-13,2019,103,Millibars,None,,24,100,,985.041667,,986,7,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42601,1,34.030833,-117.61722,WGS84,Nitric oxide (NO),1 HOUR,,2019-04-13,2019,103,Parts per billion,None,,24,100,,16.191667,,52.6,6,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61103,1,34.030833,-117.61722,WGS84,Wind Speed - Resultant,1 HOUR,,2019-04-13,2019,103,Knots,None,,24,100,,2.2125,,7.7,15,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68106,1,34.030833,-117.61722,WGS84,Sample Min Baro Pressure,24 HOUR,,2019-04-13,2019,103,Millimeters (mercury),None,,1,100,,737,,737,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61104,1,34.030833,-117.61722,WGS84,Wind Direction - Resultant,1 HOUR,,2019-04-13,2019,103,Degrees Compass,None,,24,100,,171.75,,280,12,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,62101,1,34.030833,-117.61722,WGS84,Outdoor Temperature,1 HOUR,,2019-04-13,2019,103,Degrees Fahrenheit,None,,24,100,,67.4375,,82.2,13,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68101,1,34.030833,-117.61722,WGS84,Sample Flow Rate- CV,24 HOUR,,2019-04-13,2019,103,Percent,None,,1,100,,0.1,,0.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68105,1,34.030833,-117.61722,WGS84,Average Ambient Temperature,24 HOUR,,2019-04-13,2019,103,Degrees Centigrade,None,,1,100,,19.7,,19.7,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42603,1,34.030833,-117.61722,WGS84,Oxides of nitrogen (NOx),1 HOUR,,2019-04-13,2019,103,Parts per billion,None,,24,100,,41.608333,,91.9,4,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68103,1,34.030833,-117.61722,WGS84,Ambient Min Temperature,24 HOUR,,2019-04-13,2019,103,Degrees Centigrade,None,,1,100,,11.1,,11.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42602,1,34.030833,-117.61722,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,2019-04-14,2019,104,Parts per billion,None,,24,100,,22.304167,,33.7,2,31,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42602,1,34.030833,-117.61722,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2019-04-14,2019,104,Parts per billion,None,,24,100,,22.304167,,33.7,2,31,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2019-04-14,2019,104,Micrograms/cubic meter (LC),None,,1,100,,9.2,,9.2,0,38,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,2019-04-14,2019,104,Micrograms/cubic meter (LC),None,,1,100,,9.2,,9.2,0,38,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,62201,1,34.030833,-117.61722,WGS84,Relative Humidity,1 HOUR,,2019-04-14,2019,104,Percent relative humidity,None,,24,100,,39.875,,62,3,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68107,1,34.030833,-117.61722,WGS84,Sample Max Baro Pressure,24 HOUR,,2019-04-14,2019,104,Millimeters (mercury),None,,1,100,,740,,740,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61101,1,34.030833,-117.61722,WGS84,Wind Speed - Scalar,1 HOUR,,2019-04-14,2019,104,Knots,None,,24,100,,2.7875,,6.5,16,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61102,1,34.030833,-117.61722,WGS84,Wind Direction - Scalar,1 HOUR,,2019-04-14,2019,104,Degrees Compass,None,,24,100,,188.833333,,314,22,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,1 HOUR,,2019-04-14,2019,104,Micrograms/cubic meter (LC),None,,24,100,,11.825,,20.3,5,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,2019-04-14,2019,104,Micrograms/cubic meter (LC),None,,1,100,,11.8,,11.8,0,49,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2012,2019-04-14,2019,104,Micrograms/cubic meter (LC),None,,1,100,,11.8,,11.8,0,49,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68108,1,34.030833,-117.61722,WGS84,Average Ambient Pressure,24 HOUR,,2019-04-14,2019,104,Millimeters (mercury),None,,1,100,,739,,739,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68104,1,34.030833,-117.61722,WGS84,Ambient Max Temperature,24 HOUR,,2019-04-14,2019,104,Degrees Centigrade,None,,1,100,,27.6,,27.6,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68109,1,34.030833,-117.61722,WGS84,Elapsed Sample Time,24 HOUR,,2019-04-14,2019,104,Minutes,None,,1,100,,1439,,1439,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68102,1,34.030833,-117.61722,WGS84,Sample Volume,24 HOUR,,2019-04-14,2019,104,Cubic meter,None,,1,100,,24.1,,24.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,64101,1,34.030833,-117.61722,WGS84,Barometric pressure,1 HOUR,,2019-04-14,2019,104,Millibars,None,,24,100,,984.208333,,986,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42601,1,34.030833,-117.61722,WGS84,Nitric oxide (NO),1 HOUR,,2019-04-14,2019,104,Parts per billion,None,,24,100,,10.0625,,37.6,4,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61103,1,34.030833,-117.61722,WGS84,Wind Speed - Resultant,1 HOUR,,2019-04-14,2019,104,Knots,None,,24,100,,2.579167,,6.3,16,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68106,1,34.030833,-117.61722,WGS84,Sample Min Baro Pressure,24 HOUR,,2019-04-14,2019,104,Millimeters (mercury),None,,1,100,,736,,736,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61104,1,34.030833,-117.61722,WGS84,Wind Direction - Resultant,1 HOUR,,2019-04-14,2019,104,Degrees Compass,None,,24,100,,190.791667,,318,22,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,62101,1,34.030833,-117.61722,WGS84,Outdoor Temperature,1 HOUR,,2019-04-14,2019,104,Degrees Fahrenheit,None,,24,100,,66.754167,,79.1,14,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68101,1,34.030833,-117.61722,WGS84,Sample Flow Rate- CV,24 HOUR,,2019-04-14,2019,104,Percent,None,,1,100,,0.1,,0.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68105,1,34.030833,-117.61722,WGS84,Average Ambient Temperature,24 HOUR,,2019-04-14,2019,104,Degrees Centigrade,None,,1,100,,19.2,,19.2,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42603,1,34.030833,-117.61722,WGS84,Oxides of nitrogen (NOx),1 HOUR,,2019-04-14,2019,104,Parts per billion,None,,24,100,,32.4125,,71.3,4,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68103,1,34.030833,-117.61722,WGS84,Ambient Min Temperature,24 HOUR,,2019-04-14,2019,104,Degrees Centigrade,None,,1,100,,12.2,,12.2,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42602,1,34.030833,-117.61722,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,2019-04-15,2019,105,Parts per billion,None,,24,100,,30.891667,,43.2,8,41,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2019-04-15,2019,105,Micrograms/cubic meter (LC),None,,1,100,,10.7,,10.7,0,45,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,2019-04-15,2019,105,Micrograms/cubic meter (LC),None,,1,100,,10.7,,10.7,0,45,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,62201,1,34.030833,-117.61722,WGS84,Relative Humidity,1 HOUR,,2019-04-15,2019,105,Percent relative humidity,None,,24,100,,51.125,,82,21,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68107,1,34.030833,-117.61722,WGS84,Sample Max Baro Pressure,24 HOUR,,2019-04-15,2019,105,Millimeters (mercury),None,,1,100,,739,,739,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61101,1,34.030833,-117.61722,WGS84,Wind Speed - Scalar,1 HOUR,,2019-04-15,2019,105,Knots,None,,24,100,,3.479167,,6.7,15,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61102,1,34.030833,-117.61722,WGS84,Wind Direction - Scalar,1 HOUR,,2019-04-15,2019,105,Degrees Compass,None,,24,100,,206,,345,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,1 HOUR,,2019-04-15,2019,105,Micrograms/cubic meter (LC),None,,24,100,,14.608333,,22.1,2,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,2019-04-15,2019,105,Micrograms/cubic meter (LC),None,,1,100,,14.6,,14.6,0,56,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2012,2019-04-15,2019,105,Micrograms/cubic meter (LC),None,,1,100,,14.6,,14.6,0,56,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42602,1,34.030833,-117.61722,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2019-04-15,2019,105,Parts per billion,None,,24,100,,30.891667,,43.2,8,41,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68108,1,34.030833,-117.61722,WGS84,Average Ambient Pressure,24 HOUR,,2019-04-15,2019,105,Millimeters (mercury),None,,1,100,,737,,737,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68104,1,34.030833,-117.61722,WGS84,Ambient Max Temperature,24 HOUR,,2019-04-15,2019,105,Degrees Centigrade,None,,1,100,,24.1,,24.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68109,1,34.030833,-117.61722,WGS84,Elapsed Sample Time,24 HOUR,,2019-04-15,2019,105,Minutes,None,,1,100,,1439,,1439,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68102,1,34.030833,-117.61722,WGS84,Sample Volume,24 HOUR,,2019-04-15,2019,105,Cubic meter,None,,1,100,,24.1,,24.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,64101,1,34.030833,-117.61722,WGS84,Barometric pressure,1 HOUR,,2019-04-15,2019,105,Millibars,None,,24,100,,982.375,,985,23,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42601,1,34.030833,-117.61722,WGS84,Nitric oxide (NO),1 HOUR,,2019-04-15,2019,105,Parts per billion,None,,24,100,,26.55,,71.3,4,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61103,1,34.030833,-117.61722,WGS84,Wind Speed - Resultant,1 HOUR,,2019-04-15,2019,105,Knots,None,,24,100,,3.333333,,6.6,15,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68106,1,34.030833,-117.61722,WGS84,Sample Min Baro Pressure,24 HOUR,,2019-04-15,2019,105,Millimeters (mercury),None,,1,100,,735,,735,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61104,1,34.030833,-117.61722,WGS84,Wind Direction - Resultant,1 HOUR,,2019-04-15,2019,105,Degrees Compass,None,,24,100,,206.166667,,345,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,62101,1,34.030833,-117.61722,WGS84,Outdoor Temperature,1 HOUR,,2019-04-15,2019,105,Degrees Fahrenheit,None,,24,100,,62.770833,,72.9,12,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68101,1,34.030833,-117.61722,WGS84,Sample Flow Rate- CV,24 HOUR,,2019-04-15,2019,105,Percent,None,,1,100,,0.1,,0.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68105,1,34.030833,-117.61722,WGS84,Average Ambient Temperature,24 HOUR,,2019-04-15,2019,105,Degrees Centigrade,None,,1,100,,17.1,,17.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42603,1,34.030833,-117.61722,WGS84,Oxides of nitrogen (NOx),1 HOUR,,2019-04-15,2019,105,Parts per billion,None,,24,100,,57.4875,,111.5,4,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68103,1,34.030833,-117.61722,WGS84,Ambient Min Temperature,24 HOUR,,2019-04-15,2019,105,Degrees Centigrade,None,,1,100,,12.3,,12.3,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2019-04-16,2019,106,Micrograms/cubic meter (LC),None,,1,100,,9.5,,9.5,0,40,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,2019-04-16,2019,106,Micrograms/cubic meter (LC),None,,1,100,,9.5,,9.5,0,40,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,62201,1,34.030833,-117.61722,WGS84,Relative Humidity,1 HOUR,,2019-04-16,2019,106,Percent relative humidity,None,,24,100,,70.416667,,91,23,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68107,1,34.030833,-117.61722,WGS84,Sample Max Baro Pressure,24 HOUR,,2019-04-16,2019,106,Millimeters (mercury),None,,1,100,,743,,743,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61101,1,34.030833,-117.61722,WGS84,Wind Speed - Scalar,1 HOUR,,2019-04-16,2019,106,Knots,None,,24,100,,2.5375,,5.5,15,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,61102,1,34.030833,-117.61722,WGS84,Wind Direction - Scalar,1 HOUR,,2019-04-16,2019,106,Degrees Compass,None,,24,100,,243.5,,298,3,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,1 HOUR,,2019-04-16,2019,106,Micrograms/cubic meter (LC),None,,24,100,,11.166667,,17.7,16,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,2019-04-16,2019,106,Micrograms/cubic meter (LC),None,,1,100,,11.1,,11.1,0,46,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2012,2019-04-16,2019,106,Micrograms/cubic meter (LC),None,,1,100,,11.1,,11.1,0,46,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42602,1,34.030833,-117.61722,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,2019-04-16,2019,106,Parts per billion,None,,5,21,,16.86,,26,4,25,N,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42602,1,34.030833,-117.61722,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2019-04-16,2019,106,Parts per billion,None,,5,21,,16.86,,26,4,25,N,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68108,1,34.030833,-117.61722,WGS84,Average Ambient Pressure,24 HOUR,,2019-04-16,2019,106,Millimeters (mercury),None,,1,100,,740,,740,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68104,1,34.030833,-117.61722,WGS84,Ambient Max Temperature,24 HOUR,,2019-04-16,2019,106,Degrees Centigrade,None,,1,100,,18.9,,18.9,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68109,1,34.030833,-117.61722,WGS84,Elapsed Sample Time,24 HOUR,,2019-04-16,2019,106,Minutes,None,,1,100,,1439,,1439,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,68102,1,34.030833,-117.61722,WGS84,Sample Volume,24 HOUR,,2019-04-16,2019,106,Cubic meter,None,,1,100,,24.1,,24.1,0,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,64101,1,34.030833,-117.61722,WGS84,Barometric pressure,1 HOUR,,2019-04-16,2019,106,Millibars,None,,24,100,,985.75,,989,22,.,Y,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
6,71,27,42601,1,34.030833,-117.61722,WGS84,Nitric oxide (NO),1 HOUR,,2019-04-16,2019,106,Parts per billion,None,,5,21,,8.1,,24.8,4,.,N,,California,San Bernardino,Ontario,Ontario-Route 60 Near Road,2330 S. Castle Harbour,"Riverside-San Bernardino-Ontario, CA",AQS Data Mart
